,brand,product,price,rating,rating_counts,link,material_info
769,Levis,Men Polo Collar T-shirt,1149,"4.2
|
19","|
19",https://www.myntra.com/tshirts/levis/levis-men-red-solid-polo-collar-casual-t-shirt/18984188/buy,"95% Cotton 5% Elastane
Machine-wash"
770,WROGN,Solid Polo Collar Slim Pure Cotton T-shirt,929,"4
|
586","|
586",https://www.myntra.com/tshirts/wrogn/wrogn-men-rust-orange-solid-polo-slim-pure-cotton-t-shirt/11363480/buy,"Material: 100% cotton
Machine Wash"
771,H&M,Relaxed Fit Printed T-shirt,799,,,https://www.myntra.com/tshirts/hm/hm-men-relaxed-fit-printed-t-shirt/21559404/buy,"100% Cotton
Machine Wash"
772,The Souled Store,Men Batman T-shirt,839,"4.4
|
58","|
58",https://www.myntra.com/tshirts/the-souled-store/the-souled-store-men-black-batman-applique-oversized-t-shirt/18744972/buy,Material & Care:Premium Heavy Gauge Fabric80% Cotton 20% Polyester Machine Wash
773,ADIDAS,Men Brand Logo Printed T-shirt,839,"4.4
|
19","|
19",https://www.myntra.com/tshirts/adidas/adidas-men-orange--white-brand-logo-printed-pure-cotton-t-shirt/19187036/buy,"Pure Cotton 
Machine Wash"
774,Roadster,Self-Striped Polo T-shirt,559,"3.8
|
465","|
465",https://www.myntra.com/tshirts/roadster/roadster-men-navy-blue-self-striped-polo-collar-t-shirt/10922772/buy,"Material: Cotton
Machine Wash"
775,U.S. Polo Assn. Denim Co.,Men Brand Logo Printed Polo Collar Applique Slim Fit T-shirt,1139,"4
|
37","|
37",https://www.myntra.com/tshirts/us-polo-assn-denim-co/u-s-polo-assn-denim-co-men-maroon-brand-logo-printed-applique-pure-cotton--t-shirt/19021384/buy,"100% Cotton
Machine Wash"
776,ADIDAS Originals,Men 3-Stripes Cotton T-shirt,2699,,,https://www.myntra.com/tshirts/adidas-originals/adidas-originals-men-green-3-stripes-pure-cotton-italy-applique-t-shirt/18518890/buy,"Pure Cotton
Machine wash"
777,U.S. Polo Assn. Denim Co.,Men Pure Cotton T-shirt,1599,"4.4
|
14","|
14",https://www.myntra.com/tshirts/us-polo-assn-denim-co/us-polo-assn-denim-co-men-black-pure-cotton-brand-logo-printed-polo-collar-t-shirt/19746246/buy,"100% Cotton
Machine Wash"
778,H&M,Regular Fit Round-Neck T-shirt,499,"4.6
|
7","|
7",https://www.myntra.com/tshirts/hm/hm-men-pure-cotton-regular-fit-round-neck-t-shirt/21460596/buy,"100% Cotton
Machine Wash"
779,Roadster,Solid Henley Neck T-shirt,399,"4.1
|
1.7k","|
1.7k",https://www.myntra.com/tshirts/roadster/roadster-men-grey-melange-solid-henley-neck-t-shirt/11636526/buy,"88% cotton and 12% polyester
Machine-wash"
780,FORCE IX,Men Pure Cotton T-shirt,1999,,,https://www.myntra.com/tshirts/force-ix/force-ix-men-pure-cotton-reflective-brand-logo-printed-round-neck-t-shirt/21296936/buy,"100% Cotton
Machine Wash"
781,WROGN ACTIVE,Solid Slim Round Neck T-shirt,599,"4.5
|
159","|
159",https://www.myntra.com/tshirts/wrogn-active/wrogn-active-men-lime-green-solid-slim-fit-round-neck-t-shirt/13840890/buy,"100% polyester   
Machine Wash"
782,Harvard,Men Solid Polo Collar Pure Cotton T-shirt,319,"4.2
|
1.3k","|
1.3k",https://www.myntra.com/tshirts/harvard/harvard-men-green-solid-polo-collar-pure-cotton-t-shirt/9079613/buy,"100% cotton
Hand-wash"
783,HERE&NOW,Men Solid Cotton T-shirt,293,"3.9
|
50","|
50",https://www.myntra.com/tshirts/herenow/herenow-men-black-solid-cotton-t-shirt/20063816/buy,"Cotton
Machine-wash"
