,brand,product,price,rating,rating_counts,link,material_info
479,HRX by Hrithik Roshan,Outdoor Rapid-Dry Jacket,2749,"3.9
|
256","|
256",https://www.myntra.com/jackets/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-outdoor-men-jet-black-rapid-dry-solid-jacket/14281662/buy,"100% Polyester
Knit Jacket
Machine Wash"
480,Allen Solly,Men Solid Sweatshirt,1749,"4.8
|
15","|
15",https://www.myntra.com/sweatshirts/allen-solly/allen-solly-men-blue-solid-sweatshirt/19650158/buy,"60% Cotton, 40% Polyester
Machine wash"
481,Roadster,Printed Hooded Bomber Jacket,1224,"4.2
|
362","|
362",https://www.myntra.com/jackets/roadster/roadster-men-navy-blue--olive-green-printed-hooded-bomber-jacket/11969488/buy,"Shell: Polyester
Lining: Polyester
Machine Wash"
482,Woodland,Striped Crop Quilted Jacket,4197,"3.1
|
17","|
17",https://www.myntra.com/jackets/woodland/woodland-men-olive-green-striped-crop-quilted-jacket/17296564/buy,SHELL 1: 100% NYLONSHELL 2: 100% POLYESTERBODY LINING: 100% POLYESTERFILLING: 100% POLYESTER
483,Nautica,Men Colourblocked Sweatshirt,1849,"4.2
|
20","|
20",https://www.myntra.com/sweatshirts/nautica/nautica-men-navy-blue--white-colourblocked-hooded-sweatshirt/15410744/buy,"73% Cotton and 27% Polyester
Machine wash"
484,Woodland,Bomber Jacket,3897,"4
|
4","|
4",https://www.myntra.com/jackets/woodland/woodland-men-taupe-bomber-jacket/17313436/buy,"Shell: 100% Nylon,
Lining: 100% Polyester
machine wash"
485,Roadster,Men Solid Padded Jacket,1319,"4.1
|
405","|
405",https://www.myntra.com/jackets/roadster/the-roadster-lifestyle-co-men-burgundy-solid-detachable-hooded-padded-jacket/9587665/buy,"100% polyester
Machine-wash"
486,Roadster,Men Solid Hooded Sweatshirt,599,"4.3
|
838","|
838",https://www.myntra.com/sweatshirts/roadster/roadster-men-grey-melange-solid-hooded-sweatshirt/1959257/buy,"68% polyester and 32% Cotton
Machine Wash"
487,H&M,Relaxed Fit Hoodie,1499,"4.5
|
116","|
116",https://www.myntra.com/sweatshirts/hm/hm-men-relaxed-fit-hoodie/20179264/buy,"62% Cotton, 38% Polyester
Machine wash"
488,WROGN,Men Solid Biker Jacket,2399,"3.9
|
326","|
326",https://www.myntra.com/jackets/wrogn/wrogn-men-black-solid-biker-jacket/6832082/buy,"100% polyester
Machine-wash"
489,Nautica,Men Brand Logo Sporty Jacket,3799,"4
|
32","|
32",https://www.myntra.com/jackets/nautica/nautica-men-navy-blue-brand-logo-sporty-jacket/17561064/buy,"Outer shell: 100% Nylon
Lining fabric: 100% Polyester
Dry clean"
490,Roadster,Men Solid Bomber Jacket,1014,"4.1
|
554","|
554",https://www.myntra.com/jackets/roadster/the-roadster-lifestyle-co-men-navy-blue-solid-bomber-jacket/9564729/buy,"Shell: 100% Polyester
Lining: 100% polyester
Hand-wash"
491,Park Avenue,Men Solid Hooded Sweatshirt,1264,"4.3
|
555","|
555",https://www.myntra.com/sweatshirts/park-avenue/park-avenue-men-green-solid-hooded-pullover-sweatshirt/10737014/buy,"60% cotton and 40% polyester
Machine-wash"
492,ColorPlus,Men Padded Jacket,3199,"3.3
|
7","|
7",https://www.myntra.com/jackets/colorplus/colorplus-men-blue-padded-jacket/20266546/buy,"Polyester
Machine wash"
493,Roadster,Solid Sweatshirt,854,"4
|
580","|
580",https://www.myntra.com/sweatshirts/roadster/roadster-men-teal-blue-solid-sweatshirt/11955862/buy,"Material: 60% cotton, 40% polyester
Machine Wash"
494,H&M,Oversized Fit Sweatshirt,1399,"4.3
|
146","|
146",https://www.myntra.com/sweatshirts/hm/hm-men-brown-solid-oversized-fit-sweatshirt/19409740/buy,"82% Cotton, 18% Polyester
Machine wash"
495,Allen Solly Sport,Men Colourblocked Sweatshirt,989,"4.4
|
264","|
264",https://www.myntra.com/sweatshirts/allen-solly-sport/allen-solly-sport-men-navy-blue--turquoise-blue-colourblocked-sweatshirt/15902044/buy,"60% Cotton and 40% Polyester
Machine Wash"
496,Puma,Men Solid Pullover Sweatshirt,1609,"4.5
|
154","|
154",https://www.myntra.com/sweatshirts/puma/puma-men-grey-solid-essential-pullover-sweatshirt-with-logo-print/15119082/buy,"66% Cotton 34% Polyester
Machine wash"
497,U.S. Polo Assn. Denim Co.,Men Denim Jacket,2999,,,https://www.myntra.com/jackets/us-polo-assn-denim-co/u-s-polo-assn-denim-co-men-olive-green-long-sleeves-denim-jacket/20681704/buy,"99% Cotton 1% Elastane
Machine Wash"
498,one8 x PUMA,VK Full-Zip Training Jacket,2999,"4.4
|
7","|
7",https://www.myntra.com/jackets/one8-x-puma/one8-x-puma-men-black-solid-vk-full-zip-training-jacket/18929114/buy,"90% Polyester & 10% Elastane 
Machine Wash"
499,PUMA Motorsport,Geometric Crop Sporty Track MSP Jacket,4499,"3.8
|
16","|
16",https://www.myntra.com/jackets/puma-motorsport/puma-motorsport-men-black-geometric-crop-sporty-track-msp-jacket/15431020/buy,"Outer shell: Polyester
Lining fabric: Polyester
Machine wash"
